ID,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,v20,v21,v22,V23,V24,V25,v26,V27,v28
166,2,0,30,5,3,21,12,4,2,0,3,4,0,0,0.5,0.346274025,0.405376091,0.314814815,1,0.185084052,0,0,0,0,0,0,0,0,0.318635107
167,2,0,30,5,3,21,12,4,2,0,3,4,0,0,0.5,0.345175645,0.458284588,0.240740741,1,0.164945814,1,1,0,0,0,0,1,0,0.380371635
168,2,0,30,5,3,21,12,4,2,0,3,4,0,0,0.5,0.347095753,0.4420666,0.25308642,1,0.153852718,1,0,0,0,0,0,1,0,0.352781758
169,2,0,30,5,6,20,8,10,5,0,8,14,0.5,0,0.5,0.458392786,0.544964257,0.240740741,1,0.339790084,1,1,0,1,1,1,1,0,0.479148381
170,2,0,30,5,3,22,12,4,2,0,3,4,0,0,0.5,0.405991164,0.501093629,0.259259259,1,0.277839406,1,1,0,1,1,1,1,0,0.431161243
171,2,0,30,5,6,16,15,12,5,0,8,14,0.5,0.5,0.5,0.524819636,0.626344324,0.216049383,1,0.471797935,1,1,0,1,1,1,1,0,0.57239962
172,2,0,30,5,3,14,13,5,3,0,3,4,0,0,1,0.487746114,0.556656579,0.234567901,1,0.352589811,1,1,0,1,1,1,1,0,0.500424566
173,2,0,30,5,6,29,8,10,5,0,8,14,0.5,0,0.5,0.451114138,0.494618648,0.302469136,1,0.348493899,1,0,0,0,0,1,1,0,0.475331527
174,2,0,30,5,2,12,9,2,1,0,3,4,0,0,0.5,0.287691611,0.395314551,0.290123457,1,0.136957078,1,0,0,0,0,0,1,0,0.312025297
175,2,1,30,5,5,19,18,8,4,0,3,4,0,0,1,0.658476341,0.745005461,0.098765432,1,0.40267941,1,1,1,1,1,1,1,0,0.672370541
176,2,1,30,5,3,28,22,16,7,0,2,3,0,0.5,0.5,0.503719384,0.741511466,0.12962963,1,0.497653383,1,1,0,1,1,1,1,0,0.561982662
177,2,1,30,5,6,16,15,12,5,0,8,14,1,0.5,1,0.604865109,0.69415775,0.166666667,1,0.523252837,1,1,0,1,1,1,1,1,0.612158296
178,2,1,30,5,4,19,18,8,4,0,3,4,0,0,1,0.554057197,0.603192898,0.25308642,1,0.460619507,1,1,0,1,1,1,1,0,0.558460263
179,2,0,30,5,6,8,8,10,5,0,8,14,0.5,0.5,0.5,0.437498732,0.501600443,0.308641975,1,0.368461473,0,0,0,0,0,0,1,0,0.396935086
180,2,1,30,5,6,16,15,12,5,0,8,14,1,0.5,1,0.593568334,0.686150527,0.160493827,1,0.477429815,1,1,1,1,1,1,1,1,0.601987287
181,2,1,30,5,3,28,22,16,7,0,2,6,0,0.5,0.5,0.34378411,0.460184244,0.345679012,1,0.350371192,1,0,0,1,1,1,1,0,0.474981226
182,2,1,31,4,3,2,2,6,8,1,3,4,0,0,1,0.628501144,0.737954724,0.148148148,1,0.531615326,1,1,0,1,1,1,1,0,0.679720119
183,2,1,31,4,4,3,3,7,8,1,3,4,0,0,1,0.573526689,0.694585162,0.148148148,1,0.448843758,1,1,0,1,1,1,1,0,0.748735568
184,2,1,31,4,6,5,5,11,8,1,8,14,0.5,0,1,0.573923504,0.695161329,0.160493827,1,0.484682993,1,1,0,1,1,1,1,0,0.713400447
185,2,1,31,4,6,6,6,13,8,1,8,14,0.5,0,1,0.710399187,0.745716345,0.12962963,1,0.519754245,1,1,0,1,1,1,1,1,0.773774733
186,2,1,31,4,6,6,6,13,8,1,8,14,1,0,1,0.759357974,0.840181078,0.086419753,1,0.588702108,1,1,0,1,1,1,1,0,0.817938108
187,2,1,31,4,6,27,21,13,8,1,8,14,1,0,1,0.964214629,0.928856879,0.055555556,1,0.709616862,1,1,1,1,1,1,1,1,0.964609063
188,2,1,32,1,5,7,7,17,8,1,6,8,0,0,1,0.734634025,0.881428489,0.061728395,1,0.623090707,1,0,1,1,1,1,1,0,0.906836972
189,2,1,32,1,5,3,3,7,8,1,3,4,0,0.5,1,0.49377526,0.72164448,0.154320988,1,0.513866371,1,1,0,1,1,1,1,0,0.752548863
190,2,1,32,1,5,4,4,9,8,1,3,4,0.5,0.5,1,0.557443225,0.763145615,0.12962963,1,0.548254971,1,1,1,1,1,1,1,0,0.867375894
191,2,1,33,3,6,10,10,12,5,0,8,14,1,0,1,0.542596279,0.583690815,0.24691358,1,0.439969281,1,1,1,1,1,1,1,0,0.659603199
192,2,1,33,3,6,5,5,11,8,1,8,14,0.5,0,1,0.507818237,0.553902012,0.283950617,1,0.448673095,1,0,0,1,1,1,1,0,0.529111363
193,2,1,33,3,6,10,10,12,5,0,8,14,1,0,1,0.714435936,0.730936592,0.148148148,1,0.533065961,1,1,0,1,1,1,1,0,0.750844278
194,2,1,33,3,6,20,8,10,5,0,8,14,0.5,0,1,0.522138219,0.55975934,0.277777778,1,0.450379725,1,1,0,1,1,1,1,0,0.548386115
195,2,1,33,3,6,20,8,10,5,0,8,14,1,0.5,1,0.717913058,0.737972119,0.185185185,1,0.695537162,0,0,0,1,0,1,1,0,0.6805753
196,2,0,34,2,2,13,12,4,2,0,3,4,0,0,0.5,0.319232054,0.413485654,0.25308642,1,0.111613619,0,0,0,0,0,0,1,0,0.258915431
197,2,0,34,2,2,13,12,4,2,0,1,2,0,0,0.5,0.340772414,0.433367781,0.290123457,1,0.196518474,1,0,0,0,0,0,1,0,0.264556869
198,2,0,34,2,8,15,14,14,6,0,5,9,0,0.5,0,0.45894979,0.485966051,0.333333333,1,0.386637085,0,0,0,0,0,0,1,1,0.358471478
199,2,0,34,2,6,8,8,10,5,0,8,14,0.5,0.5,0.5,0.464549579,0.504223473,0.302469136,1,0.362744261,0,0,0,0,0,0,0,0,0.330919608
200,2,0,34,2,2,9,9,2,1,0,3,4,0,0,0,0.247749561,0.34882831,0.296296296,1,0.066985238,0,0,0,0,0,0,0,0,0.19078511
201,2,0,35,2,6,8,8,10,5,0,8,14,0.5,0.5,0,0.483567826,0.404879963,0.456790123,1,0.40046079,0,0,0,0,0,0,1,0,0.328637642
202,2,0,35,2,6,10,10,12,5,0,8,14,0.5,0.5,0,0.535181711,0.486490555,0.265432099,1,0.254629235,1,1,0,1,0,1,1,0,0.433954648
203,2,1,36,5,8,24,19,4,2,0,5,9,0,0,1,0.456861894,0.518546357,0.25308642,1,0.308046762,1,1,0,1,1,1,1,1,0.446497427
204,2,1,36,5,7,15,14,14,6,0,5,9,0,0.5,1,0.512320558,0.620556741,0.216049383,1,0.454902295,1,1,0,1,1,1,1,1,0.591854596
205,2,0,36,5,2,21,12,4,2,0,3,4,0,0,0.5,0.348654504,0.407543835,0.283950617,1,0.148220838,0,0,0,0,0,0,1,0,0.341606222
206,2,0,36,5,2,21,12,4,2,0,3,4,0,0,0.5,0.34378411,0.441726339,0.25308642,1,0.155900674,1,0,0,0,0,0,1,0,0.354715516
207,2,0,36,5,1,12,9,2,1,0,3,4,0,0,0.5,0.294985908,0.403377238,0.283950617,1,0.140967659,1,0,0,0,0,0,1,0,0.306474123
208,2,0,36,5,2,21,12,4,2,0,3,4,0,0,0.5,0.34566173,0.458673719,0.24691358,1,0.171516341,1,0,0,0,1,0,1,0,0.38200716
209,2,0,36,5,3,14,13,5,3,0,3,4,0,0,0.5,0.457250087,0.548456378,0.228395062,1,0.31359331,1,1,0,1,1,1,1,0,0.464454783
210,2,0,36,5,1,12,9,2,1,0,3,4,0,0,0.5,0.291630543,0.356097481,0.345679012,1,0.142418295,0,0,0,0,0,0,0,0,0.293659695
211,2,0,36,5,1,25,20,2,1,0,1,2,0,0,0.5,0.34378411,0.441726339,0.308641975,1,0.250874648,1,1,0,0,0,0,1,0,0.365772
212,2,0,36,5,6,29,8,10,5,0,8,14,0.5,0,0.5,0.451114138,0.494618648,0.308641975,1,0.367352163,1,0,0,0,0,1,1,0,0.465569241
213,2,0,36,5,6,20,8,10,5,0,8,14,0.5,0,0.5,0.458339033,0.553342587,0.240740741,1,0.351224507,1,1,0,1,1,1,1,0,0.482522136
214,2,1,36,5,4,19,18,8,4,0,3,4,0,0,1,0.539313785,0.586791124,0.25308642,1,0.472395256,1,1,0,1,0,1,1,0,0.559389949
215,2,1,36,5,6,16,15,12,5,0,8,14,1,0,1,0.7731089,0.749251022,0.172839506,1,0.688539978,1,1,0,1,1,1,1,1,0.657427109
216,2,1,36,5,6,16,15,12,5,0,8,14,1,0.5,0.5,0.532796188,0.58513052,0.240740741,1,0.431606792,1,1,0,1,1,1,1,1,0.555319736
217,2,1,37,1,6,6,6,13,8,1,8,14,1,0.5,1,0.67355459,0.723992953,0.154320988,1,0.539636488,1,1,1,1,1,1,1,1,0.817704785
218,2,1,37,1,6,5,5,11,8,1,8,14,1,1,1,0.465500819,0.673263564,0.197530864,1,0.531103336,1,1,0,1,1,1,1,0,0.708212673
219,2,1,38,4,2,1,1,3,8,1,1,2,0,0,1,0.404503016,0.361320754,0.37654321,2,0.197542452,1,0,0,1,1,1,1,0,0.603013736
220,2,1,38,4,5,3,3,7,8,1,3,4,0,0,1,0.566939895,0.562908182,0.228395062,1,0.344909975,1,1,0,1,1,1,1,0,0.661738033
221,2,1,38,4,5,3,3,7,8,1,3,4,0,0,1,0.728885855,0.753449842,0.117283951,1,0.49970134,1,1,1,1,1,1,1,0,0.754662683
222,2,1,38,4,5,3,3,7,8,1,3,4,0,0,1,0.728885855,0.772455358,0.111111111,2,0.509343801,0,0,0,0,1,1,0,0,0.860300759
223,2,1,38,4,5,3,3,7,8,1,3,4,0,0,1,0.598804212,0.677457181,0.166666667,1,0.446625139,1,1,0,1,1,1,1,0,0.749898877
224,2,1,38,4,6,6,6,13,8,1,8,14,1,0,1,0.815221424,0.769370616,0.166666667,1,0.73828825,1,1,1,1,1,1,1,1,0.863507399
225,2,1,38,4,5,2,2,6,8,1,3,4,0,0,1,0.568132749,0.642801998,0.191358025,1,0.443809199,1,1,1,1,1,1,1,0,0.674414259
226,2,1,38,4,6,27,21,13,8,1,8,14,1,0,1,0.974041655,0.859672803,0.111111111,1,0.78735387,1,1,1,1,1,1,1,1,0.990404449
227,2,1,38,4,6,6,6,13,8,1,8,14,0.5,0,1,0.626515006,0.633111718,0.228395062,1,0.508063828,1,1,1,1,1,1,1,0,0.742123193
228,2,0,39,2,1,30,23,1,1,0,1,2,0,0,0.5,0.259291617,0.315912831,0.339506173,1,0.075177063,0,0,0,0,0,0,1,0,0.137733627
229,2,0,39,2,1,13,12,4,2,0,3,4,0,0,0,0.277188222,0.324130916,0.308641975,1,0.048126973,0,0,0,0,0,0,1,0,0.166007637
230,2,0,39,2,1,13,12,4,2,0,3,4,0,0,0.5,0.315615283,0.344232524,0.37037037,1,0.159313935,0,0,0,0,0,0,1,0,0.233093913
231,2,0,39,2,6,8,8,10,5,0,8,14,0,0,0,0.40339739,0.466143567,0.351851852,1,0.371789402,0,0,0,0,0,1,1,0,0.282578224
232,2,1,67,1,5,7,7,17,8,1,3,4,0.5,1,1,0.655154645,0.861044177,0.12345679,1,0.803225531,1,1,0,1,1,1,1,0,0.891128783
233,2,1,67,1,5,7,7,17,8,1,3,4,0,1,1,0.655154645,0.819723521,0.141975309,1,0.786073897,1,1,1,1,1,1,1,0,0.947673471
234,2,1,40,4,8,24,19,4,2,0,5,9,0,0,0.5,0.457110293,0.502762494,0.296296296,1,0.363000256,1,0,0,1,1,1,1,1,0.462464106
235,2,0,40,4,2,26,9,2,1,0,3,4,0,0,0.5,0.296198254,0.352298945,0.320987654,1,0.106067071,0,0,0,0,0,0,1,0,0.295584975
236,2,0,40,4,2,21,12,4,2,0,3,4,0,0,0.5,0.354396526,0.401427414,0.320987654,1,0.187643997,1,0,0,0,0,0,1,0,0.368413074
237,2,0,40,4,2,22,12,4,2,0,3,4,0,0,0.5,0.330452503,0.436381131,0.283950617,1,0.195750491,1,0,0,0,0,0,1,0,0.370681428
238,2,0,40,4,2,21,12,4,2,0,3,4,0,0,0.5,0.345963467,0.391248959,0.327160494,1,0.178257531,0,0,0,0,0,0,1,0,0.352476175
239,2,0,40,4,6,20,8,10,5,0,8,14,0.5,0,0.5,0.465626065,0.538391768,0.24691358,1,0.329464971,1,0,0,1,1,1,1,0,0.484686214
240,2,1,40,4,6,16,15,12,5,0,8,14,0,0,1,0.565744168,0.55065629,0.308641975,1,0.502175954,0,0,0,1,1,1,1,0,0.598825706
241,2,0,40,4,3,23,13,5,3,0,3,4,0,0,0.5,0.458645124,0.511435083,0.259259259,1,0.309838723,1,0,0,0,1,1,1,0,0.447197658
242,2,0,40,4,3,14,13,5,3,0,3,4,0,0,1,0.491231535,0.561506277,0.222222222,1,0.33501152,1,1,0,0,1,1,1,0,0.492646516
243,2,0,40,4,3,23,13,5,3,0,3,4,0,0,0.5,0.457110293,0.510736072,0.25308642,1,0.292516426,1,0,0,0,1,1,1,0,0.423482946
244,2,0,40,4,7,15,14,14,6,0,5,9,0,0,1,0.565744168,0.55065629,0.290123457,1,0.460448844,1,0,0,0,1,1,1,1,0.515042945
245,2,1,41,1,2,1,1,3,8,1,1,2,0,1,1,0.354924625,0.497611343,0.25308642,1,0.251727963,1,0,0,1,1,1,1,0,0.578832088
246,2,1,41,1,8,1,1,3,8,1,5,7,0,1,1,0.34806463,0.487956458,0.259259259,1,0.236026965,1,0,0,1,1,1,1,0,0.60237793
247,2,0,41,1,4,2,2,6,8,1,3,4,0,0.5,1,0.418970853,0.602558711,0.209876543,1,0.388258384,1,1,0,1,1,1,1,0,0.647410639
248,2,0,41,1,5,3,3,7,8,1,3,4,0.5,0.5,1,0.507625367,0.664259111,0.179012346,1,0.452001024,1,1,0,1,1,1,1,0,0.725743764
249,2,0,41,1,6,6,6,13,8,1,8,14,1,0.5,1,0.586869383,0.571547384,0.314814815,1,0.523338169,1,1,0,1,1,1,1,0,0.676329421
250,2,1,41,1,4,2,2,6,8,1,7,10,0,0.5,1,0.403950511,0.567554903,0.222222222,1,0.343630003,1,0,0,1,1,1,1,0,0.644898736
251,2,1,41,1,3,2,2,6,8,1,2,11,1,1,1,0.455119611,0.680629273,0.160493827,1,0.428278863,1,1,1,1,1,1,1,0,0.660650362
252,2,1,41,1,5,3,3,7,8,1,2,11,0,0,1,0.734882441,0.768218088,0.12962963,1,0.570441164,1,1,1,1,1,1,1,0,0.85153038
253,2,1,41,1,5,3,3,7,8,1,6,12,0,1,1,0.455119611,0.6227494,0.197530864,1,0.40498336,1,1,0,1,1,1,1,0,0.736196177
254,2,0,41,1,7,15,14,14,6,0,5,9,0,0,1,0.660500618,0.673442155,0.24691358,1,0.699803738,1,1,0,1,1,1,1,1,0.71471137
255,2,1,41,1,6,6,6,13,8,1,8,14,1,0,1,0.95601055,0.880182526,0.135802469,1,1,1,1,0,1,1,1,1,0,0.981225942
256,2,1,41,1,6,6,6,13,8,1,8,14,1,1,1,0.744852923,0.844818619,0.104938272,1,0.680604147,1,1,1,1,1,1,1,1,0.918186034
257,2,1,41,1,6,6,6,13,8,1,8,14,1,1,1,0.657659771,0.776875213,0.141975309,1,0.635890434,1,1,1,1,1,1,1,0,0.828924327
258,2,1,41,1,7,6,6,13,8,1,5,9,0.5,0.5,1,0.694839134,0.716653915,0.179012346,1,0.613960236,1,1,0,1,1,1,1,1,0.781778135
259,2,1,41,1,5,4,4,9,8,1,3,4,0.5,0.5,1,0.747183407,0.8567326,0.092592593,1,0.612424268,1,1,1,1,1,1,1,0,0.985142129
260,2,1,41,1,5,7,7,17,8,1,6,8,0,0,1,0.734882441,0.79055857,0.086419753,1,0.475211195,1,1,0,0,1,1,1,0,0.913917343
261,2,1,41,1,4,7,7,17,8,1,6,8,0,0.5,1,0.429421612,0.608995946,0.228395062,1,0.424609608,1,0,0,1,1,1,1,0,0.765993654
262,2,0,42,2,1,12,9,2,1,0,1,2,0,0,0.5,0.295905925,0.368987702,0.302469136,1,0.103080468,0,0,0,0,0,0,1,0,0.294256574
263,2,0,42,2,2,22,12,4,2,0,1,2,0,0.5,0.5,0.403950511,0.475206111,0.277777778,1,0.257359843,1,0,0,0,0,0,1,0,0.39624143
264,2,0,42,2,2,21,12,4,2,0,1,2,0,0.5,0.5,0.313883468,0.398565049,0.296296296,1,0.151463435,1,0,0,0,0,0,1,0,0.352299978
265,2,1,43,1,2,1,1,3,8,1,7,10,0,0.5,1,0.345963467,0.441095422,0.308641975,1,0.223653895,1,0,0,1,1,1,1,0,0.574666522
266,2,1,43,1,6,5,5,11,8,1,8,14,0.5,0.5,1,0.345963467,0.497951486,0.290123457,1,0.300196262,1,1,0,1,1,1,1,0,0.621805025
267,2,1,43,1,2,1,1,3,8,1,2,3,0,0.5,1,0.345963467,0.518546357,0.24691358,1,0.300281594,1,0,0,1,1,1,1,0,0.632885096
268,2,1,43,1,2,1,1,3,8,1,1,1,0,1,0.5,0.353831174,0.517901575,0.24691358,1,0.249765338,1,0,0,1,1,1,1,0,0.576103303
269,2,1,43,1,2,1,1,3,8,1,1,1,0,0.5,1,0.345963467,0.442721064,0.302469136,1,0.215718065,1,0,0,1,1,1,1,0,0.560454918
270,2,1,43,1,6,1,1,3,8,1,8,15,0.5,0.5,1,0.345963467,0.437249579,0.327160494,1,0.276132776,1,1,0,1,1,1,1,0,0.677951144
271,2,0,44,4,6,10,10,12,5,0,8,14,0.5,0,0,0.51196469,0.455251484,0.444444444,1,0.508234491,1,0,0,0,1,0,1,0,0.420769948
272,2,0,44,4,6,29,8,10,5,0,8,14,0.5,0,0.5,0.434742053,0.538191119,0.24691358,1,0.330403618,0,0,0,0,1,0,1,0,0.441664426
273,2,0,44,4,6,10,10,12,5,0,8,14,1,0,0.5,0.653986781,0.55065629,0.37037037,1,0.633159826,1,1,1,1,1,1,1,1,0.612697372
274,2,0,44,4,6,10,10,12,5,0,8,14,0.5,0,0.5,0.614710465,0.6408884,0.259259259,1,0.548254971,1,0,0,1,1,1,1,1,0.547421223
275,2,1,44,4,6,16,15,12,5,0,8,14,0.5,0,1,0.532981016,0.558772725,0.234567901,1,0.355235088,1,1,0,1,1,1,1,1,0.571830701
276,2,1,44,4,6,10,10,12,5,0,8,14,1,0,1,0.653986781,0.580271497,0.351851852,1,0.688369315,1,1,0,1,1,1,1,1,0.661282419
277,2,0,44,4,2,22,12,4,2,0,3,4,0,0,0.5,0.380140558,0.432848716,0.320987654,1,0.236709617,1,0,0,0,0,0,1,0,0.352145743
278,2,0,44,4,2,13,12,4,2,0,3,4,0,0,0.5,0.31421475,0.432151218,0.234567901,1,0.112040276,0,0,0,0,0,0,1,0,0.239510718
279,2,1,45,4,5,28,22,16,7,0,6,8,0,0,1,0.762215527,0.816197558,0.111111111,1,0.655602014,1,1,0,1,1,1,1,0,0.756090972
280,2,0,45,4,2,25,20,2,1,0,1,2,0,0,0.5,0.345963467,0.380299243,0.320987654,1,0.157607304,0,0,0,0,0,0,1,0,0.33459327
281,2,0,45,4,1,12,9,2,1,0,1,2,0,0,0.5,0.313883468,0.391248959,0.290123457,1,0.128423927,0,0,0,0,0,0,1,0,0.284693969
282,2,0,45,4,6,16,15,12,5,0,8,14,1,0,1,0.734882441,0.795576918,0.111111111,1,0.581619592,1,1,0,1,1,1,1,0,0.705995981
283,2,0,45,4,2,29,8,10,5,0,1,2,0.5,0,0.5,0.435233059,0.489500184,0.277777778,1,0.294564383,1,0,0,0,1,0,1,0,0.452877108
284,2,0,45,4,2,13,12,4,2,0,3,4,0,0,0.5,0.313883468,0.405376091,0.265432099,1,0.117672156,0,0,0,0,0,0,1,0,0.325854566
285,2,0,45,4,3,14,13,5,3,0,3,4,0,0,0.5,0.352460966,0.45796454,0.240740741,1,0.159996587,1,0,0,0,0,1,1,0,0.394899181
286,2,0,45,4,3,14,13,5,3,0,3,4,0,0,0.5,0.345963467,0.422329501,0.271604938,1,0.15564468,1,0,0,0,0,0,1,0,0.360342535
287,2,0,45,4,4,23,13,5,3,0,3,4,0,0,1,0.512140989,0.541316077,0.24691358,1,0.32997696,1,0,0,1,1,1,1,0,0.520790263
288,2,0,45,4,2,21,12,4,2,0,1,2,0,0.5,0.5,0.346876882,0.481411652,0.216049383,1,0.153767386,0,0,0,0,0,0,1,0,0.385614005
289,2,0,45,4,2,13,12,4,2,0,3,4,0,0,0.5,0.345963467,0.422329501,0.25308642,1,0.125095998,0,0,0,0,0,0,1,0,0.274065689
290,2,0,45,4,6,20,8,10,5,0,8,14,0.5,0,0.5,0.489457798,0.543518824,0.259259259,1,0.372130728,1,0,0,1,1,1,1,0,0.526401994
291,2,0,45,4,6,20,8,10,5,0,8,14,1,0,0.5,0.493734201,0.534484668,0.277777778,1,0.376823961,1,0,0,1,1,1,1,0,0.518872903
292,2,1,45,4,5,28,22,16,7,0,2,3,1,1,1,0.775860639,1,0,1,0.5718918,1,1,0,1,1,1,1,0,0.946920409
293,2,0,45,4,7,18,17,15,1,0,5,9,0,0,0.5,0.345963467,0.408827598,0.327160494,1,0.213499445,0,0,0,0,0,0,1,1,0.368672034
294,2,0,45,4,6,10,10,12,5,0,8,14,0,0,0,0.54537931,0.518546357,0.265432099,1,0.327331684,0,0,0,0,1,0,1,0,0.457879955
295,2,1,45,4,6,32,25,12,5,0,8,14,1,0,1,0.964214629,0.891009777,0.092592593,1,0.786671218,1,1,0,1,1,1,1,0,0.911672491
296,2,1,45,4,7,15,14,14,6,0,5,9,0,0,1,0.734882441,0.753449842,0.141975309,1,0.584008874,1,1,0,1,1,1,1,1,0.778893685
297,2,1,46,1,6,29,8,10,5,0,8,14,0.5,0,1,0.456861894,0.518546357,0.25308642,1,0.311545354,1,1,0,1,1,1,1,0,0.537287822
298,2,0,46,1,1,11,11,10,5,0,1,2,0,0,0.5,0.342534454,0.422329501,0.320987654,1,0.234149671,1,0,0,0,1,0,1,0,0.378174855
299,2,0,46,1,1,12,9,2,1,0,3,4,0,0,0,0.279526989,0.283921361,0.475308642,1,0.163239184,1,0,0,0,0,0,1,0,0.289493922
300,2,0,46,1,2,29,8,10,5,0,5,7,0,0.5,0.5,0.399160016,0.533088199,0.265432099,1,0.359331001,1,1,0,1,1,1,1,0,0.485726141
301,2,0,46,1,2,13,12,4,2,0,3,4,0,0,0.5,0.342534454,0.422329501,0.290123457,1,0.179964161,1,0,0,0,0,0,1,0,0.330063081
302,2,0,46,1,2,21,12,4,2,0,1,2,0,0,0.5,0.342534454,0.387633871,0.351851852,1,0.209318201,1,0,0,0,0,0,1,0,0.346933765
303,2,0,46,1,2,21,12,4,2,0,3,4,0,0,0.5,0.348674278,0.394569814,0.351851852,1,0.224421879,1,0,0,0,0,0,1,0,0.366154223
304,2,0,46,1,2,14,13,5,3,0,3,4,0,0,0.5,0.423150843,0.475777325,0.320987654,1,0.336206161,1,0,0,1,0,0,1,0,0.424821197
305,2,0,46,1,3,14,13,5,3,0,3,4,0,0,1,0.479253381,0.533048508,0.308641975,1,0.460363512,1,1,0,1,1,1,1,0,0.492159095
306,2,1,47,1,5,7,7,17,8,1,2,3,0.5,0,1,0.747447349,0.862035978,0.061728395,1,0.533236624,1,1,1,1,1,1,1,0,0.969454377
307,2,1,47,1,5,7,7,17,8,1,6,8,0,0,1,0.637421255,0.751409391,0.141975309,1,0.563614643,1,0,0,1,1,1,1,0,0.813196899
308,2,1,47,1,6,6,6,13,8,1,8,14,1,0.5,1,0.675787858,0.845124114,0.092592593,1,0.656028671,1,1,1,1,1,1,1,0,0.873302712
309,2,1,47,1,5,7,7,17,8,1,2,6,0,0,1,0.623904213,0.757946997,0.104938272,1,0.424012288,1,0,0,1,1,1,1,0,0.811104447
310,2,1,47,1,6,6,6,13,8,1,8,14,1,1,1,0.531394635,0.743579706,0.12345679,1,0.469493984,1,1,1,1,1,1,1,0,0.750450236
311,2,1,47,1,5,4,4,9,8,1,2,11,0.5,0.5,1,0.677729999,0.840442666,0.092592593,1,0.617117501,1,1,1,1,1,1,1,0,0.940355357
312,2,1,37,1,6,6,6,13,8,1,8,14,1,0.5,1,0.670897792,0.821901502,0.117283951,1,0.700827716,1,1,1,1,1,1,1,0,0.977030774
313,2,1,37,1,6,5,5,11,8,1,8,14,1,1,1,0.458350428,0.698926295,0.160493827,1,0.499189351,1,1,1,1,1,1,1,0,0.755937378
314,2,1,37,1,6,6,6,13,8,1,8,14,1,0,1,0.657813778,0.830109943,0.104938272,1,0.669425719,1,1,1,1,1,1,1,0,0.883678421
315,2,1,48,1,2,22,12,4,2,0,3,4,0,0,1,0.456613371,0.483482414,0.333333333,1,0.383565151,1,0,0,0,1,1,1,0,0.468382078
316,2,1,48,1,6,20,8,10,5,0,8,14,0.5,0,1,0.507446785,0.527699775,0.283950617,1,0.381431863,1,1,0,1,1,1,1,0,0.53006623
317,2,1,48,1,4,34,13,5,3,0,3,4,0,0,1,0.471851545,0.501753972,0.333333333,1,0.423414967,1,0,0,1,1,1,1,0,0.556306003
318,2,0,49,2,2,21,12,4,2,0,3,4,0,0,0.5,0.313883468,0.394830103,0.302469136,1,0.152231419,1,0,0,0,0,0,1,0,0.348832191
319,2,0,49,2,3,22,12,4,2,0,3,4,0,0.5,0.5,0.391883066,0.463881058,0.290123457,1,0.257701169,1,0,0,1,0,1,1,0,0.417924018
320,2,0,49,2,6,10,10,12,5,0,8,14,0.5,0.5,0.5,0.41432245,0.547313412,0.290123457,1,0.455328953,1,0,0,1,1,0,1,0,0.501502162
321,2,0,51,2,6,10,10,12,5,0,8,14,0.5,0,0,0.512064074,0.450041351,0.327160494,1,0.301134909,0,0,0,1,0,0,1,0,0.353059725
322,2,1,52,1,3,23,13,5,3,0,7,10,0,1,1,0.453371192,0.627620334,0.166666667,1,0.348152573,1,1,0,1,1,1,1,0,0.590455082
323,2,0,52,1,1,26,9,2,1,0,1,2,0,0,0.5,0.299937617,0.329160199,0.382716049,1,0.14156498,1,0,0,0,0,0,1,0,0.309349448
324,2,0,52,1,3,22,12,4,2,0,1,2,0,0.5,0.5,0.342807773,0.393594828,0.327160494,1,0.179281509,1,0,0,1,1,1,1,0,0.397244462
325,2,0,52,1,3,22,12,4,2,0,1,2,0,0.5,0.5,0.337460207,0.408074384,0.302469136,1,0.161617885,1,0,0,1,1,1,1,0,0.407246883
326,2,0,52,1,1,13,12,4,2,0,3,4,0,0.5,0.5,0.337367288,0.396590403,0.283950617,1,0.127143954,1,0,0,1,1,0,1,0,0.336272176
327,2,0,52,1,3,23,13,5,3,0,3,4,0,1,0.5,0.351187803,0.51463257,0.222222222,1,0.232784367,1,0,0,1,1,1,1,0,0.482480023
328,2,0,52,1,6,20,8,10,5,0,8,14,0.5,0.5,0.5,0.341781895,0.52993983,0.197530864,1,0.221349945,1,0,0,1,1,1,1,0,0.502769332
329,2,1,52,1,6,20,8,10,5,0,8,14,1,1,1,0.404503016,0.523665749,0.296296296,1,0.406945985,1,0,0,1,1,1,1,0,0.596201497
330,2,1,53,1,9,30,23,1,1,0,6,8,0,0.5,1,0.112765861,0.249718948,0.407407407,1,0.044884376,0,0,0,1,1,0,1,0,0.436306242
331,2,1,54,4,6,20,8,10,5,0,8,14,1,0.5,0.5,0.528337624,0.565003706,0.222222222,1,0.337571465,1,1,0,1,1,1,1,0,0.573863609
332,2,1,54,4,3,23,13,5,3,0,7,10,1,0,1,0.567735449,0.571401587,0.228395062,1,0.37673863,1,1,0,1,1,1,1,0,0.592447416
333,2,1,54,4,6,20,8,10,5,0,8,14,1,0,0.5,0.45611595,0.518546357,0.228395062,1,0.257615838,1,1,0,1,1,1,1,0,0.513171824
334,2,0,55,4,9,30,23,1,1,0,1,2,0,0,0.5,0.11127285,0.232993965,0.388888889,1,0.006485195,0,0,0,0,0,0,0,0,0.164672807
335,2,0,55,4,1,17,16,1,1,0,3,4,0,0,0,0.243888602,0.30252939,0.327160494,1,0.03498592,0,0,0,0,0,0,0,0,0.16304154
